date,completion_rate
26979,1.64
26980,0.76
26981,1.14
26982,0.8
26983,1.08
26984,0.65
26985,0.7
26986,0.25
26987,1.43
26988,1.93
26989,1.49
26990,1.76
26991,1.31
26992,0.43
26993,0.17
26994,0.16
26995,1.98
26996,0.25
26997,1.53
26998,0.51
26999,1.29
27000,1.15
27001,0.14
27002,0.02
27003,0.17
27004,1.88
27005,1.57
27006,0.67
27007,0.07
27008,0.36
27009,1.77
27010,1.45
27011,0.79
27012,1.98
27013,1.44
27014,0.37
27015,1.49
27016,0.59
27017,0.71
27018,1.42
27019,1.91
27020,1.25
27021,0.28
27022,0.29
27023,0.5
27024,1.48
27025,0.54
27026,1.27
27027,1.17
27028,0.59
27029,0.3
27030,0.57
27031,0.02
27032,1.83
27033,1.71
27034,0.41
27035,0.12
27036,0.59
27037,0.2
27038,1.97
27039,1.5
27040,1.5
27041,0.46
27042,0.8
27043,0.76
27044,0.67
27045,1.13
27046,1.05
27047,1.97
27048,0.06
27049,0.86
27050,1.75
27051,0.98
27052,0.12
27053,0.85
27054,0.71
27055,0.73
27056,1.56
27057,1.96
27058,1.92
27059,1.05
27060,1.03
27061,0.97
27062,0.49
27063,0.0
27064,1.45
27065,1.99
27066,1.55
27067,1.42
27068,1.25
27069,0.5
27070,1.8
27071,1.29
27072,0.98
27073,1.23
27074,0.56
27075,0.98
27076,0.37
27077,0.54
27078,0.72
27079,0.45
27080,0.64
27081,0.61
27082,1.92
27083,0.33
27084,1.35
27085,0.33
27086,1.01
27087,1.39
27088,0.05
27089,0.23
27090,1.79
27091,0.21
27092,1.54
27093,1.89
27094,0.41
27095,1.67
27096,0.79
27097,1.2
27098,1.21
27099,0.85
27100,1.54
27101,1.99
27102,0.74
27103,1.24
27104,0.46
27105,1.37
27106,0.61
27107,0.67
27108,0.84
27109,0.53
27110,1.24
27111,1.77
27112,0.22
27113,0.28
27114,0.71
27115,1.53
27116,0.56
27117,0.02
27118,0.67
27119,1.54
27120,1.81
27121,0.34
27122,0.78
27123,1.53
27124,1.22
27125,0.88
27126,0.19
27127,0.25
27128,0.05
27129,1.06
27130,0.61
27131,1.02
27132,1.4
27133,0.59
27134,0.27
27135,1.94
27136,0.56
27137,0.43
27138,1.91
27139,0.06
27140,1.96
27141,0.99
27142,1.81
27143,1.94
27144,1.09
27145,0.88
27146,1.22
27147,1.24
27148,0.49
27149,1.01
27150,0.55
27151,0.43
27152,0.73
27153,1.37
27154,1.32
27155,0.51
27156,1.94
27157,0.19
27158,0.32
27159,0.37
27160,1.32
27161,0.67
27162,1.08
27163,0.69
27164,0.95
27165,0.96
27166,1.88
27167,0.2
27168,1.16
27169,0.98
27170,0.01
27171,0.74
27172,0.51
27173,0.62
27174,1.42
27175,1.86
27176,1.42
27177,0.18
27178,0.91
27179,1.47
27180,1.72
27181,1.36
27182,0.05
27183,1.96
27184,1.44
27185,1.78
27186,0.38
27187,1.87
27188,0.35
27189,0.64
27190,1.9
27191,1.43
27192,1.99
27193,1.97
27194,0.27
27195,0.46
27196,0.31
27197,0.4
27198,0.51
27199,1.19
27200,1.7
27201,0.44
27202,1.97
27203,0.55
27204,0.75
27205,1.76
27206,1.52
27207,0.56
27208,0.85
27209,1.75
27210,1.04
27211,1.44
27212,1.82
27213,1.08
27214,1.2
27215,0.74
27216,0.03
27217,1.29
27218,1.13
27219,0.08
27220,0.68
27221,1.17
27222,1.88
27223,0.63
27224,1.65
27225,1.0
27226,1.02
27227,1.83
27228,0.08
27229,0.12
27230,1.64
27231,0.19
27232,0.7
27233,0.22
27234,0.23
27235,0.34
27236,1.46
27237,1.43
27238,0.8
27239,1.77
27240,0.61
27241,0.15
27242,1.15
27243,0.09
27244,1.93
27245,1.76
27246,0.47
27247,0.66
27248,0.58
27249,0.28
27250,0.95
27251,0.75
27252,0.84
27253,0.09
27254,1.8
27255,1.58
27256,1.62
27257,1.3
27258,1.69
27259,0.02
27260,0.26
27261,0.72
27262,1.57
27263,0.13
27264,0.83
27265,0.54
27266,1.09
27267,1.95
27268,0.69
27269,0.48
27270,1.77
27271,0.67
27272,0.24
27273,1.22
27274,0.06
27275,0.92
27276,0.62
27277,0.87
27278,0.59
27279,1.61
27280,1.63
27281,0.39
27282,0.13
27283,0.09
27284,1.33
27285,1.45
27286,0.75
27287,1.35
27288,1.62
27289,0.51
27290,1.34
27291,1.52
27292,0.1
27293,1.26
27294,1.07
27295,1.04
27296,1.31
27297,0.63
27298,0.43
27299,0.84
27300,0.2
27301,1.45
27302,1.05
27303,1.07
27304,1.17
27305,0.3
27306,0.49
27307,1.11
27308,1.07
27309,1.37
27310,0.66
27311,1.89
27312,0.51
27313,1.06
27314,1.24
27315,0.11
27316,1.44
27317,1.41
27318,1.92
27319,0.83
27320,0.52
27321,1.86
27322,1.69
27323,0.79
27324,0.09
27325,0.36
27326,1.35
27327,1.9
27328,0.51
27329,1.17
27330,1.55
27331,1.67
27332,1.89
27333,1.51
27334,1.53
27335,1.9
27336,1.48
27337,0.1
27338,0.12
27339,0.84
27340,1.22
27341,0.65
27342,1.14
27343,1.01
27344,0.62
27345,0.21
27346,1.66
27347,1.67
27348,1.13
27349,0.52
27350,1.67
27351,0.57
27352,0.83
27353,0.95
27354,1.53
27355,0.87
27356,0.09
27357,0.33
27358,1.44
27359,1.12
27360,1.63
27361,0.88
27362,1.86
27363,1.46
27364,0.58
27365,0.35
27366,1.79
27367,0.04
27368,1.73
27369,0.86
27370,1.64
27371,1.62
27372,0.02
27373,1.61
27374,1.9
27375,0.26
27376,1.6
27377,1.05
27378,0.27
27379,1.78
27380,0.2
27381,0.0
27382,1.9
27383,1.79
27384,1.45
27385,1.1
27386,0.45
27387,0.57
27388,0.72
27389,0.95
27390,1.6
27391,0.15
27392,1.33
27393,1.2
27394,1.53
27395,1.39
27396,1.83
27397,1.18
27398,0.94
27399,1.49
27400,0.64
27401,0.12
27402,0.98
27403,1.59
27404,0.28
27405,1.91
27406,1.18
27407,1.05
27408,1.63
27409,0.9
27410,1.08
27411,0.76
27412,1.3
27413,0.29
27414,0.66
27415,0.22
27416,1.04
27417,1.99
27418,1.22
27419,0.89
27420,0.21
27421,0.98
27422,1.93
27423,1.17
27424,0.69
27425,0.34
27426,0.39
27427,1.57
27428,0.31
27429,1.34
27430,1.59
27431,1.33
27432,1.74
27433,1.57
27434,0.89
27435,1.83
27436,0.67
27437,1.01
27438,0.38
27439,1.87
27440,0.93
27441,1.35
27442,0.88
27443,1.31
27444,0.53
27445,1.44
27446,1.61
27447,0.51
27448,0.28
27449,1.1
27450,1.36
27451,0.1
27452,1.8
27453,1.96
27454,1.23
27455,1.18
27456,1.48
27457,1.65
27458,1.59
27459,1.33
27460,0.08
27461,1.63
27462,0.49
27463,0.06
27464,1.43
27465,1.77
27466,0.37
27467,1.37
27468,1.48
27469,1.82
27470,0.46
27471,1.14
27472,1.87
27473,1.03
27474,0.54
27475,0.19
27476,1.6
27477,1.84
27478,1.32
27479,0.25
27480,1.19
27481,0.15
27482,0.4
27483,1.61
27484,1.95
27485,0.95
27486,1.52
27487,0.87
27488,0.1
27489,1.63
27490,0.76
27491,1.71
27492,0.05
27493,1.57
27494,0.98
27495,1.56
27496,0.13
27497,0.94
27498,0.58
27499,0.85
27500,0.94
27501,0.1
27502,1.4
27503,0.2
27504,0.07
27505,1.43
27506,0.54
27507,1.47
27508,0.38
27509,0.92
27510,1.21
27511,1.92
27512,1.99
27513,0.62
27514,0.14
27515,0.85
27516,1.15
27517,1.89
27518,1.94
27519,0.92
27520,1.24
27521,1.9
27522,0.7
27523,0.33
27524,1.19
27525,0.37
27526,0.72
27527,0.93
27528,1.75
27529,1.08
27530,0.85
27531,1.42
27532,0.16
27533,1.01
27534,0.99
27535,0.08
27536,1.53
27537,1.45
27538,1.37
27539,0.48
27540,1.68
27541,0.17
27542,1.54
27543,0.4
27544,0.8
27545,1.88
27546,1.83
27547,0.87
27548,1.92
27549,1.48
27550,0.85
27551,1.01
27552,1.96
27553,0.88
27554,0.35
27555,1.85
27556,0.51
27557,1.18
27558,1.17
27559,1.16
27560,0.22
27561,0.12
27562,0.99
27563,1.24
27564,0.18
27565,0.17
27566,1.8
27567,0.32
27568,0.29
27569,1.92
27570,1.81
27571,0.85
27572,0.35
27573,1.51
27574,1.41
27575,1.29
27576,1.37
27577,0.39
27578,0.87
27579,1.87
27580,1.17
27581,0.32
27582,1.94
27583,0.46
27584,1.03
27585,0.36
27586,1.12
27587,1.72
27588,1.78
27589,1.95
27590,1.86
27591,1.0
27592,1.65
27593,0.5
27594,0.78
27595,0.09
27596,0.02
27597,1.65
27598,0.6
27599,1.37
27600,0.46
27601,0.98
27602,0.35
27603,1.41
27604,1.58
27605,1.11
27606,1.36
27607,1.1
27608,0.56
27609,1.61
27610,1.63
27611,0.03
27612,1.0
27613,0.1
27614,1.55
27615,1.54
27616,1.16
27617,0.24
27618,1.99
27619,1.67
27620,0.99
27621,1.54
27622,1.51
27623,1.97
27624,1.24
27625,0.76
27626,0.32
27627,1.36
27628,1.22
27629,1.6
27630,0.57
27631,1.88
27632,1.61
27633,1.64
27634,1.89
27635,0.07
27636,1.11
27637,1.99
27638,0.42
27639,1.56
27640,0.79
27641,0.85
27642,0.82
27643,0.59
27644,0.05
27645,1.9
27646,1.59
27647,0.28
27648,0.37
27649,0.84
27650,0.99
27651,1.8
27652,1.86
27653,1.46
27654,1.0
27655,0.82
27656,1.76
27657,1.02
27658,1.92
27659,0.55
27660,1.01
27661,1.29
27662,1.93
27663,1.75
27664,1.26
27665,0.14
27666,0.66
27667,0.9
27668,0.8
27669,1.16
27670,1.2
27671,0.18
27672,0.24
27673,1.13
27674,0.18
27675,0.15
27676,1.13
27677,1.24
27678,1.52
27679,0.51
27680,1.75
27681,0.83
27682,1.63
27683,1.5
27684,1.1
27685,0.31
27686,0.42
27687,1.99
27688,0.57
27689,0.93
27690,0.64
27691,1.01
27692,1.92
27693,1.89
27694,1.83
27695,1.73
27696,1.02
27697,1.34
27698,1.81
27699,0.79
27700,0.51
27701,1.96
27702,1.93
27703,1.4
27704,0.99
27705,1.19
27706,0.97
27707,1.72
27708,1.2
27709,1.77
27710,1.39
27711,1.88
27712,1.41
27713,1.9
27714,1.81
27715,1.82
27716,1.7
27717,1.21
27718,0.63
27719,0.75
27720,0.15
27721,0.14
27722,0.29
27723,0.4
27724,0.46
27725,0.44
27726,1.49
27727,1.67
27728,0.23
27729,1.17
27730,0.74
27731,1.81
27732,1.17
27733,1.47
27734,1.4
27735,1.59
27736,1.53
27737,1.78
27738,0.54
27739,1.97
27740,1.3
27741,0.92
27742,1.83
27743,0.46
27744,1.59
27745,0.17
27746,1.13
27747,1.81
27748,0.95
27749,0.1
27750,0.59
27751,1.84
27752,0.37
27753,0.09
27754,0.74
27755,0.72
27756,1.19
27757,0.18
27758,0.88
27759,1.74
27760,1.7
27761,1.24
27762,1.02
27763,1.02
27764,0.81
27765,1.42
27766,1.69
27767,1.2
27768,0.51
27769,1.53
27770,0.4
27771,0.42
27772,0.45
27773,0.48
27774,0.24
27775,0.43
27776,0.37
27777,0.39
27778,1.39
27779,0.29
27780,1.32
27781,1.37
27782,1.84
27783,1.49
27784,1.53
27785,0.43
27786,1.94
27787,0.46
27788,0.58
27789,1.64
27790,1.82
27791,1.18
27792,1.48
27793,1.58
27794,0.37
27795,1.7
27796,1.49
27797,1.75
27798,0.28
27799,0.84
27800,0.23
27801,1.74
27802,0.98
27803,0.09
27804,1.83
27805,1.42
27806,1.25
27807,0.73
27808,1.0
27809,1.44
27810,1.19
27811,1.8
27812,1.7
27813,1.44
27814,0.78
27815,0.53
27816,2.0
27817,0.1
27818,0.49
27819,0.78
27820,1.36
27821,0.1
27822,0.18
27823,0.98
27824,1.13
27825,1.67
27826,0.76
27827,1.28
27828,0.06
27829,0.71
27830,1.62
27831,1.67
27832,1.63
27833,0.32
27834,1.3
27835,1.86
27836,1.0
27837,1.89
27838,0.91
27839,0.15
27840,1.34
27841,0.77
27842,0.98
27843,0.13
27844,0.42
27845,1.99
27846,0.9
27847,0.13
27848,1.33
27849,0.6
27850,1.64
27851,0.8
27852,0.4
27853,1.9
27854,0.61
27855,0.18
27856,1.0
27857,0.72
27858,1.17
27859,1.95
27860,0.58
27861,0.26
27862,1.93
27863,1.25
27864,1.99
27865,0.4
27866,0.35
27867,1.37
27868,1.87
27869,1.01
27870,0.48
27871,1.88
27872,0.37
27873,1.99
27874,1.36
27875,0.68
27876,0.74
27877,1.38
27878,1.06
27879,1.81
27880,1.85
27881,0.0
27882,1.72
27883,0.04
27884,1.3
27885,0.37
27886,0.35
27887,0.45
27888,0.45
27889,1.01
27890,1.84
27891,0.05
27892,1.95
27893,1.86
27894,1.33
27895,0.53
27896,0.03
27897,1.73
27898,1.34
27899,1.33
27900,0.94
27901,0.41
27902,1.19
27903,0.51
27904,1.47
27905,1.85
27906,1.24
27907,1.36
27908,0.76
27909,1.75
27910,1.38
27911,0.09
27912,0.13
27913,1.73
27914,0.01
27915,1.47
27916,0.28
27917,0.26
27918,0.75
27919,1.98
27920,0.53
27921,1.23
27922,1.89
27923,1.31
27924,1.39
27925,1.03
27926,0.15
27927,0.79
27928,0.69
27929,1.64
27930,0.02
27931,0.05
27932,0.44
27933,0.27
27934,0.44
27935,1.2
27936,1.09
27937,1.18
27938,0.44
27939,1.81
27940,1.92
27941,1.16
27942,0.69
27943,1.51
27944,0.31
27945,1.0
27946,1.66
27947,1.11
27948,0.16
27949,1.66
27950,0.16
27951,0.03
27952,1.22
27953,0.9
27954,0.24
27955,1.01
27956,0.15
27957,1.23
27958,0.51
27959,0.04
27960,0.46
27961,1.29
27962,0.43
27963,1.07
27964,1.48
27965,1.94
27966,0.24
27967,1.07
27968,1.5
27969,1.01
27970,1.9
27971,0.98
27972,1.86
27973,1.21
27974,0.85
27975,0.94
27976,0.1
27977,1.15
27978,0.84
27979,1.56
27980,0.6
27981,1.08
27982,0.21
27983,0.71
27984,0.73
27985,0.04
27986,0.84
27987,1.1
27988,0.11
27989,1.19
27990,0.21
27991,1.82
27992,0.64
27993,1.25
27994,1.15
27995,1.89
27996,1.43
27997,1.42
27998,1.0
27999,0.81
28000,0.31
28001,0.74
28002,0.7
28003,1.8
28004,0.68
28005,1.61
28006,0.61
28007,0.06
28008,0.06
28009,1.72
28010,1.75
28011,0.33
28012,0.99
28013,1.58
28014,0.01
28015,1.18
28016,1.33
28017,1.28
28018,0.47
28019,0.11
28020,0.82
28021,0.35
28022,1.01
28023,1.81
28024,0.88
28025,1.81
28026,0.79
28027,1.43
28028,0.88
28029,0.98
28030,0.74
28031,0.62
28032,1.55
28033,0.55
28034,0.63
28035,0.57
28036,0.29
28037,0.81
28038,1.71
28039,0.41
28040,0.16
28041,0.7
28042,1.17
28043,1.56
28044,0.8
28045,0.99
28046,1.91
28047,1.19
28048,0.73
28049,0.28
28050,0.62
28051,0.4
28052,0.68
28053,1.91
28054,0.41
28055,1.53
28056,0.92
28057,0.77
28058,1.55
28059,0.19
28060,0.5
28061,0.65
28062,1.71
28063,1.16
28064,0.11
28065,0.81
28066,0.34
28067,0.5
28068,0.15
28069,1.57
28070,1.57
28071,0.04
28072,1.32
28073,1.56
28074,1.36
28075,0.97
28076,1.71
28077,1.31
28078,1.45
28079,1.11
28080,1.91
28081,1.62
28082,0.54
28083,1.29
28084,0.38
28085,1.23
28086,0.05
28087,1.94
28088,1.94
28089,1.15
28090,1.57
28091,0.23
28092,0.06
28093,0.99
28094,1.12
28095,1.03
28096,1.12
28097,1.52
28098,0.79
28099,0.16
28100,1.16
28101,1.46
28102,1.74
28103,0.74
28104,1.57
28105,1.09
28106,1.39
28107,1.98
28108,1.6
28109,0.39
28110,1.62
28111,1.96
28112,0.47
28113,0.65
28114,0.03
28115,1.55
28116,0.03
28117,1.06
28118,0.75
28119,1.37
28120,1.88
28121,1.2
28122,0.61
28123,1.35
28124,1.62
28125,1.62
28126,0.11
28127,1.76
28128,1.93
28129,0.96
28130,1.46
28131,0.91
28132,1.27
28133,1.53
28134,1.92
28135,0.13
28136,1.96
28137,0.76
28138,1.86
28139,1.29
28140,1.36
28141,0.56
28142,1.18
28143,0.14
28144,1.21
28145,0.21
28146,1.05
28147,1.32
28148,0.57
28149,0.3
28150,0.11
28151,0.36
28152,0.69
28153,1.41
28154,1.5
28155,0.45
28156,1.9
28157,0.27
28158,1.96
28159,1.64
28160,1.0
28161,1.85
28162,1.16
28163,0.54
28164,0.66
28165,0.59
28166,1.09
28167,0.84
28168,0.41
28169,0.18
28170,2.0
28171,1.69
28172,0.32
28173,1.67
28174,0.31
28175,0.77
28176,1.84
28177,1.0
28178,1.78
28179,1.33
28180,1.85
28181,0.28
28182,0.34
28183,1.16
28184,0.17
28185,1.89
28186,0.37
28187,1.37
28188,1.45
28189,1.79
28190,1.45
28191,1.78
28192,1.46
28193,0.26
28194,0.34
28195,0.19
28196,1.95
28197,1.19
28198,0.29
28199,0.54
28200,0.77
28201,0.98
28202,0.03
28203,0.26
28204,1.31
28205,1.21
28206,1.63
28207,1.94
28208,0.74
28209,0.65
28210,0.68
28211,0.48
28212,1.71
28213,0.83
28214,0.65
28215,0.73
28216,1.93
28217,1.65
28218,1.56
28219,1.84
28220,0.98
28221,1.61
28222,1.34
28223,0.64
28224,1.89
28225,0.62
28226,0.25
28227,0.02
28228,0.84
28229,0.41
28230,0.96
28231,1.64
28232,0.97
28233,1.59
28234,1.89
28235,1.66
28236,1.5
28237,0.57
28238,1.91
28239,1.68
28240,0.96
28241,0.24
28242,0.91
28243,1.22
28244,0.82
28245,0.09
28246,0.88
28247,1.56
28248,1.54
28249,1.56
28250,0.8
28251,0.76
28252,1.39
28253,1.83
28254,1.78
28255,0.1
28256,1.84
28257,1.78
28258,1.67
28259,1.21
28260,1.91
28261,1.81
28262,0.96
28263,1.6
28264,1.57
28265,1.79
28266,0.3
28267,1.38
28268,0.61
28269,1.45
28270,0.45
28271,1.6
28272,0.29
28273,0.61
28274,0.02
28275,1.99
28276,0.55
28277,1.72
28278,1.96
28279,1.36
28280,0.98
28281,1.51
28282,1.77
28283,1.0
28284,1.95
28285,0.82
28286,0.7
28287,0.27
28288,0.25
28289,1.12
28290,0.33
28291,0.74
28292,0.23
28293,0.88
28294,1.48
28295,0.39
28296,1.61
28297,0.51
28298,1.71
28299,1.42
28300,0.46
28301,0.32
28302,1.9
28303,0.82
28304,0.12
28305,1.88
28306,1.77
28307,1.12
28308,0.52
28309,0.81
28310,0.7
28311,0.63
28312,0.26
28313,1.6
28314,0.54
28315,0.93
28316,0.31
28317,0.31
28318,0.62
28319,0.21
28320,0.17
28321,0.65
28322,1.32
28323,0.74
28324,0.05
28325,0.06
28326,1.67
28327,1.79
28328,0.76
28329,0.11
28330,0.63
28331,0.7
28332,1.95
28333,0.29
28334,0.75
28335,0.81
28336,1.27
28337,0.96
28338,1.17
28339,1.51
28340,0.63
28341,1.68
28342,1.25
28343,1.39
28344,1.46
28345,1.34
28346,1.06
28347,1.02
28348,0.85
28349,0.77
28350,0.35
28351,1.1
28352,0.98
28353,0.81
28354,0.83
28355,0.16
28356,0.97
28357,0.18
28358,1.21
28359,1.45
28360,0.02
28361,1.79
28362,1.18
28363,1.98
28364,1.59
28365,1.79
28366,1.83
28367,0.33
28368,0.59
28369,0.11
28370,1.14
28371,0.94
28372,0.95
28373,1.97
28374,0.28
28375,0.21
28376,0.51
28377,0.58
28378,1.13
28379,0.27
28380,0.94
28381,1.49
28382,0.98
28383,0.1
28384,1.94
28385,0.46
28386,1.13
28387,0.81
28388,0.25
28389,0.89
28390,1.74
28391,0.4
28392,0.41
28393,0.31
28394,0.1
28395,1.71
28396,1.07
28397,1.61
28398,0.99
28399,0.65
28400,1.72
28401,1.07
28402,1.24
28403,1.58
28404,0.48
28405,1.41
28406,1.03
28407,0.27
28408,1.66
28409,1.86
28410,0.11
28411,1.87
28412,0.98
28413,0.55
28414,2.0
28415,0.22
28416,0.47
28417,0.58
28418,1.12
28419,0.94
28420,1.04
28421,1.89
28422,1.03
28423,1.81
28424,0.26
28425,1.6
28426,2.0
28427,1.8
28428,1.58
28429,1.3
28430,1.96
28431,0.51
28432,1.27
28433,1.61
28434,1.97
28435,1.2
28436,0.85
28437,0.23
28438,0.92
28439,1.24
28440,0.67
28441,0.1
28442,0.64
28443,1.11
28444,1.83
28445,1.93
28446,0.25
28447,0.42
28448,0.1
28449,1.69
28450,0.46
28451,1.07
28452,0.69
28453,1.84
28454,0.01
28455,1.72
28456,0.65
28457,0.13
28458,1.79
28459,0.52
28460,1.3
28461,1.34
28462,0.81
28463,0.33
28464,1.27
28465,0.77
28466,1.78
28467,1.75
28468,1.48
28469,0.89
28470,1.27
28471,1.33
28472,1.2
28473,1.23
28474,1.7
28475,0.4
28476,1.02
28477,1.55
28478,0.63
28479,0.65
28480,0.16
28481,1.66
28482,1.37
28483,1.29
28484,0.98
28485,0.56
28486,1.45
28487,1.45
28488,1.67
28489,1.21
28490,0.79
28491,1.56
28492,0.9
28493,1.33
28494,0.18
28495,1.87
28496,0.16
28497,0.95
28498,0.76
28499,0.62
28500,0.91
28501,1.67
28502,1.08
28503,1.2
28504,0.6
28505,1.09
28506,0.96
28507,1.01
28508,1.92
28509,1.95
28510,0.48
28511,1.44
28512,0.16
28513,0.1
28514,0.3
28515,0.9
28516,0.55
28517,0.63
28518,1.11
28519,0.43
28520,0.43
28521,0.35
28522,1.22
28523,1.22
28524,1.68
28525,0.48
28526,0.5
28527,1.44
28528,0.45
28529,0.46
28530,1.46
28531,1.21
28532,0.85
28533,1.77
28534,0.07
28535,0.69
28536,0.06
28537,1.63
28538,1.39
28539,0.25
28540,1.8
28541,0.06
28542,1.12
28543,1.15
28544,1.71
28545,0.95
28546,0.05
28547,0.09
28548,1.11
28549,1.82
28550,1.25
28551,1.04
28552,1.14
28553,1.04
28554,1.72
28555,0.16
28556,1.06
28557,0.11
28558,1.16
28559,1.84
28560,1.99
28561,1.99
28562,0.3
28563,0.23
28564,0.3
28565,1.37
28566,0.26
28567,0.5
28568,0.41
28569,1.13
28570,0.99
28571,0.61
28572,0.33
28573,1.67
28574,0.04
28575,1.01
28576,1.79
28577,0.26
28578,0.79
28579,1.02
28580,0.07
28581,1.49
28582,0.65
28583,1.14
28584,1.86
28585,1.32
28586,0.52
28587,0.68
28588,1.37
28589,1.43
28590,1.09
28591,1.42
28592,0.22
28593,1.38
28594,1.06
28595,1.74
28596,0.32
28597,0.02
28598,0.86
28599,1.66
28600,1.85
28601,1.08
28602,1.29
28603,0.0
28604,1.92
28605,0.5
28606,0.95
28607,1.68
28608,0.89
28609,0.02
28610,1.34
28611,0.79
28612,0.96
28613,1.96
28614,0.96
28615,0.54
28616,1.32
28617,0.31
28618,0.03
28619,0.08
28620,1.17
28621,1.35
28622,0.29
28623,0.75
28624,0.98
28625,0.27
28626,0.58
28627,0.28
28628,1.63
28629,0.52
28630,0.83
28631,0.01
28632,0.68
28633,1.8
28634,1.07
28635,0.49
28636,1.11
28637,1.69
28638,1.67
28639,1.52
28640,1.31
28641,0.59
28642,0.45
28643,0.22
28644,1.08
28645,0.89
28646,1.36
28647,1.62
28648,0.34
28649,0.31
28650,1.02
28651,0.13
28652,0.27
28653,1.13
28654,0.33
28655,0.79
28656,0.46
28657,1.2
28658,0.44
28659,0.12
28660,1.21
28661,0.93
28662,1.74
28663,0.65
28664,0.94
28665,1.67
28666,0.7
28667,0.46
28668,0.84
28669,1.78
28670,1.53
28671,1.06
28672,0.72
28673,0.71
28674,1.87
28675,0.84
28676,1.3
28677,0.85
28678,1.02
28679,0.76
28680,0.93
28681,0.96
28682,0.72
28683,1.9
28684,1.04
28685,1.26
28686,1.35
28687,0.31
28688,1.64
28689,0.59
28690,1.69
28691,1.06
28692,0.99
28693,1.5
28694,0.63
28695,1.54
28696,1.33
28697,0.12
28698,1.92
28699,1.51
28700,0.97
28701,0.25
28702,0.17
28703,0.53
28704,0.36
28705,0.79
28706,0.66
28707,1.6
28708,0.61
28709,1.52
28710,0.2
28711,0.9
28712,1.92
28713,0.45
28714,0.42
28715,0.72
28716,1.18
28717,0.94
28718,1.23
28719,0.02
28720,0.2
28721,1.65
28722,1.85
28723,0.21
28724,0.4
28725,1.93
28726,1.02
28727,1.17
28728,0.8
28729,1.87
28730,1.22
28731,0.95
28732,1.23
28733,1.19
28734,1.8
28735,0.96
28736,0.08
28737,1.1
28738,1.34
28739,0.62
28740,0.16
28741,1.91
28742,0.68
28743,0.76
28744,1.16
28745,0.83
28746,1.23
28747,1.46
28748,0.11
28749,1.24
28750,0.89
28751,0.39
28752,0.73
28753,0.32
28754,0.81
28755,0.55
28756,0.19
28757,0.92
28758,0.6
28759,1.49
28760,0.2
28761,0.04
28762,0.05
28763,0.93
28764,1.39
28765,0.04
28766,1.44
28767,1.05
28768,0.22
28769,0.31
28770,1.73
28771,0.33
28772,0.55
28773,0.06
28774,0.31
28775,1.55
28776,0.32
28777,1.11
28778,1.4
28779,0.66
28780,1.18
28781,0.75
28782,1.46
28783,0.36
28784,1.96
28785,1.05
28786,1.81
28787,1.31
28788,0.8
28789,0.98
28790,1.57
28791,1.13
28792,0.19
28793,1.34
28794,1.82
28795,1.17
28796,0.23
28797,1.34
28798,1.63
28799,1.56
28800,1.6
28801,0.01
28802,1.55
28803,0.1
28804,0.48
28805,1.59
28806,1.81
28807,1.62
28808,0.07
28809,0.21
28810,0.15
28811,1.45
28812,1.86
28813,0.7
28814,0.37
28815,1.71
28816,1.08
28817,0.95
28818,0.78
28819,1.73
28820,0.12
28821,0.89
28822,0.06
28823,1.26
28824,1.12
28825,1.23
28826,0.61
28827,0.47
28828,1.6
28829,1.76
28830,1.62
28831,1.83
28832,0.07
28833,0.72
28834,1.62
28835,0.03
28836,1.41
28837,1.7
28838,1.55
28839,0.33
28840,0.88
28841,0.81
28842,0.88
28843,1.25
28844,0.26
28845,1.19
28846,0.8
28847,2.0
28848,1.08
28849,0.73
28850,0.17
28851,1.92
28852,0.85
28853,1.25
28854,0.57
28855,0.83
28856,1.83
28857,1.35
28858,0.33
28859,1.82
28860,0.79
28861,1.02
28862,1.93
28863,1.96
28864,1.96
28865,1.48
28866,1.37
28867,1.75
28868,1.58
28869,0.76
28870,0.58
28871,0.31
28872,1.68
28873,1.72
28874,1.33
28875,0.71
28876,1.17
28877,0.7
28878,0.95
28879,0.01
28880,1.14
28881,1.2
28882,1.01
28883,1.07
28884,1.43
28885,1.53
28886,0.78
28887,0.77
28888,1.43
28889,1.35
28890,1.03
28891,0.91
28892,1.86
28893,0.3
28894,0.41
28895,0.93
28896,1.48
28897,1.67
28898,1.93
28899,1.06
28900,0.85
28901,1.21
28902,1.77
28903,1.6
28904,0.39
28905,0.99
28906,0.97
28907,0.62
28908,1.69
28909,0.1
28910,1.57
28911,1.71
28912,0.44
28913,0.27
28914,1.54
28915,1.66
28916,0.55
28917,0.23
28918,0.09
28919,0.84
28920,1.78
28921,1.61
28922,0.42
28923,1.8
28924,0.35
28925,0.03
28926,1.98
28927,1.12
28928,0.88
28929,1.29
28930,1.69
28931,1.48
28932,0.01
28933,1.21
28934,1.03
28935,0.54
28936,0.0
28937,1.77
28938,0.2
28939,1.58
28940,0.51
28941,0.07
28942,1.85
28943,0.06
28944,0.19
28945,1.06
28946,0.14
28947,0.07
28948,0.25
28949,0.18
28950,0.71
28951,1.26
28952,1.8
28953,1.12
28954,0.99
28955,0.09
28956,0.17
28957,0.11
28958,0.92
28959,1.21
28960,1.34
28961,1.93
28962,1.36
28963,0.31
28964,0.19
28965,0.26
28966,0.41
28967,1.37
28968,1.18
28969,0.71
28970,0.53
28971,1.63
28972,0.65
28973,1.82
28974,0.84
28975,1.11
28976,0.63
